local_name,english_name,type_of_dish,public_cc_image_url,country,iso3,note
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Egypt,EGY,Dessert
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Jordan,JOR,Dessert
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Lebanon,LBN,Dessert
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Palestine State,PSE,Dessert
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Sudan,SDN,Dessert
كنافه,"Kunafa/,knafeh",Dessert,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,Syrian Arab Republic,SYR,Dessert
فول مدمس,Ful Medames,Side Dish,https://commons.wikimedia.org/wiki/File:Ful_medames_(arabic_meal).jpg,Egypt,EGY,"Side dish, Main dish - eaten with sides"
فول مدمس,Ful Medames,Main Dish,https://commons.wikimedia.org/wiki/File:Ful_medames_(arabic_meal).jpg,Egypt,EGY,"Side dish, Main dish - eaten with sides"
فلافل,Falafel,Main Dish,https://upload.wikimedia.org/wikipedia/commons/1/19/Egypt_falafel.jpg?20200209131002,Egypt,EGY,Main dish - eaten with sides
فطير مشلتت,Fiteer Meshaltet,Starter,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fatir_020%2C_Lion_Village.JPG/800px-Fatir_020%2C_Lion_Village.JPG?20141124044931,Egypt,EGY,"Starter, Side dish, Dessert"
فطير مشلتت,Fiteer Meshaltet,Side Dish,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fatir_020%2C_Lion_Village.JPG/800px-Fatir_020%2C_Lion_Village.JPG?20141124044931,Egypt,EGY,"Starter, Side dish, Dessert"
فطير مشلتت,Fiteer Meshaltet,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fatir_020%2C_Lion_Village.JPG/800px-Fatir_020%2C_Lion_Village.JPG?20141124044931,Egypt,EGY,"Starter, Side dish, Dessert"
كوارع,Kwaree,Starter,https://upload.wikimedia.org/wikipedia/commons/5/55/%D9%83%D9%88%D8%A7%D8%B1%D8%B9.jpg,Egypt,EGY,"Starter, Soup, Side dish"
كوارع,Kwaree,Soup,https://upload.wikimedia.org/wikipedia/commons/5/55/%D9%83%D9%88%D8%A7%D8%B1%D8%B9.jpg,Egypt,EGY,"Starter, Soup, Side dish"
كوارع,Kwaree,Side Dish,https://upload.wikimedia.org/wikipedia/commons/5/55/%D9%83%D9%88%D8%A7%D8%B1%D8%B9.jpg,Egypt,EGY,"Starter, Soup, Side dish"
ام علي,Um ali,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%D8%A3%D9%85_%D8%B9%D9%84%D9%8A.jpg/610px-%D8%A3%D9%85_%D8%B9%D9%84%D9%8A.jpg?20210416211414,Egypt,EGY,Dessert
كحك,kahk /Kaak el eid,Dessert,https://upload.wikimedia.org/wikipedia/commons/6/60/%D9%83%D8%AD%D9%83_%D8%B9%D9%8A%D8%AF_%D8%A7%D9%84%D9%81%D8%B7%D8%B1_%D8%A8%D9%85%D8%B5%D8%B1.JPG,Egypt,EGY,Dessert
كحك,kahk /Kaak el eid,Dessert,https://upload.wikimedia.org/wikipedia/commons/6/60/%D9%83%D8%AD%D9%83_%D8%B9%D9%8A%D8%AF_%D8%A7%D9%84%D9%81%D8%B7%D8%B1_%D8%A8%D9%85%D8%B5%D8%B1.JPG,Sudan,SDN,Dessert
محشي,mahshi,Main Dish,https://commons.wikimedia.org/wiki/File:%D8%B7%D8%A8%D8%AE%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9_Mahashi.jpg,Egypt,EGY,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
محشي,mahshi,Main Dish,https://commons.wikimedia.org/wiki/File:%D8%B7%D8%A8%D8%AE%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9_Mahashi.jpg,Egypt,EGY,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
محشي,mahshi,Main Dish,https://commons.wikimedia.org/wiki/File:%D8%B7%D8%A8%D8%AE%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9_Mahashi.jpg,Sudan,SDN,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
محشي,mahshi,Main Dish,https://commons.wikimedia.org/wiki/File:%D8%B7%D8%A8%D8%AE%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9_Mahashi.jpg,Sudan,SDN,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
كشري,Koshary,Soup,https://live.staticflickr.com/2692/4356577541_0aba285c4b_b.jpg,Egypt,EGY,"Soup, Side dish"
كشري,Koshary,Side Dish,https://live.staticflickr.com/2692/4356577541_0aba285c4b_b.jpg,Egypt,EGY,"Soup, Side dish"
ملوخية,Molokhia,Main Dish,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/%D8%B7%D8%A7%D8%AC%D9%86_%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87_-_%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%B3.JPG/1200px-%D8%B7%D8%A7%D8%AC%D9%86_%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87_-_%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%B3.JPG?20141011093103,Egypt,EGY,Main dish - eaten with sides
بسبوسة,Basbousa,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,Egypt,EGY,Dessert
بسبوسة,Basbousa,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,Jordan,JOR,Dessert
بسبوسة,Basbousa,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,Lebanon,LBN,Dessert
بسبوسة,Basbousa,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,Palestine State,PSE,Dessert
بسبوسة,Basbousa,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,Sudan,SDN,Dessert
ملوخية بالأرز,Rice with mulukhiyah sauce,Main Dish,https://upload.wikimedia.org/wikipedia/commons/e/e7/EgyptianMolokheya.jpg,Egypt,EGY,Main dish - stand alone (e.g. one pot meal)
ملوخية بالأرز,Rice with mulukhiyah sauce,Main Dish,https://upload.wikimedia.org/wikipedia/commons/e/e7/EgyptianMolokheya.jpg,Sudan,SDN,Main dish - stand alone (e.g. one pot meal)
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Egypt,EGY,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Egypt,EGY,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Sudan,SDN,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Sudan,SDN,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Turkey,TUR,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Turkey,TUR,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
Slap Tjips,Fries; Chips,Side Dish,https://live.staticflickr.com/62/230310100_662824b9a5_z.jpg,United Kingdom,GBR,"Side dish, Small plate / bowl for sharing, Small plate / bowl served as a part of a collection"
Slap Tjips,Fries; Chips,Small Plate,https://live.staticflickr.com/62/230310100_662824b9a5_z.jpg,United Kingdom,GBR,"Side dish, Small plate / bowl for sharing, Small plate / bowl served as a part of a collection"
Slap Tjips,Fries; Chips,Small Plate,https://live.staticflickr.com/62/230310100_662824b9a5_z.jpg,United Kingdom,GBR,"Side dish, Small plate / bowl for sharing, Small plate / bowl served as a part of a collection"
Toad in the hole,Toad in the hole,Main Dish,https://live.staticflickr.com/3330/5847654213_e93c95d45d_k.jpg,United Kingdom,GBR,Main dish - eaten with sides
Poached egg with salmon and holindase sauce,Poached egg with salmon and holindase sauce,Main Dish,https://live.staticflickr.com/8211/8274386974_d3d1ace274_z.jpg,United Kingdom,GBR,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
Poached egg with salmon and holindase sauce,Poached egg with salmon and holindase sauce,Main Dish,https://live.staticflickr.com/8211/8274386974_d3d1ace274_z.jpg,United Kingdom,GBR,"Main dish - stand alone (e.g. one pot meal), Main dish - eaten with sides"
Sunday Roast,Sunday Roast,Main Dish,https://upload.wikimedia.org/wikipedia/commons/c/c5/Traditional.Sunday.Roast-01-cropped.jpg,United Kingdom,GBR,Main dish - eaten with sides
Frog legs,Frog legs,Starter,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,United States,USA,"Starter, Soup, Side dish, Main dish - eaten with sides, Small plate / bowl served as a part of a collection"
Frog legs,Frog legs,Soup,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,United States,USA,"Starter, Soup, Side dish, Main dish - eaten with sides, Small plate / bowl served as a part of a collection"
Frog legs,Frog legs,Side Dish,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,United States,USA,"Starter, Soup, Side dish, Main dish - eaten with sides, Small plate / bowl served as a part of a collection"
Frog legs,Frog legs,Main Dish,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,United States,USA,"Starter, Soup, Side dish, Main dish - eaten with sides, Small plate / bowl served as a part of a collection"
Frog legs,Frog legs,Small Plate,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,United States,USA,"Starter, Soup, Side dish, Main dish - eaten with sides, Small plate / bowl served as a part of a collection"
Tiramisù,Tiramisu,Dessert,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Classic_Italian_Tiramisu-3_%2829989504485%29.jpg/800px-Classic_Italian_Tiramisu-3_%2829989504485%29.jpg?20210307132726,Italy,ITA,Dessert
Katsudon,no,Main Dish,https://upload.wikimedia.org/wikipedia/commons/c/c9/Katsudon_of_Origin_Bento.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
切り干し大根の煮物,Simmered dried strips of daikon radish,Side Dish,https://live.staticflickr.com/3599/3619527026_a275b67e50_k.jpg,Japan,JPN,Side dish
すき焼き,Sukiyaki,Main Dish,https://upload.wikimedia.org/wikipedia/commons/6/6f/Sukiyaki123.jpg,Japan,JPN,Main dish - eaten with sides
おでん,Oden,Side Dish,https://upload.wikimedia.org/wikipedia/commons/2/2c/%E5%AF%8C%E5%B1%B1%E3%81%8A%E3%81%A7%E3%82%93_%2825237497809%29.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
おでん,Oden,Main Dish,https://upload.wikimedia.org/wikipedia/commons/2/2c/%E5%AF%8C%E5%B1%B1%E3%81%8A%E3%81%A7%E3%82%93_%2825237497809%29.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
たけのこご飯,Bamboo shoots rice,Side Dish,https://live.staticflickr.com/301/19297822896_d21121196e_k.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
たけのこご飯,Bamboo shoots rice,Main Dish,https://live.staticflickr.com/301/19297822896_d21121196e_k.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
五目炊き込みごはん,Gomoku seasoned rice,Side Dish,https://live.staticflickr.com/8162/7452679974_99aab7a1ac_k.jpg,Japan,JPN,"Side dish, Main dish - stand alone (e.g. one pot meal)"
五目炊き込みごはん,Gomoku seasoned rice,Main Dish,https://live.staticflickr.com/8162/7452679974_99aab7a1ac_k.jpg,Japan,JPN,"Side dish, Main dish - stand alone (e.g. one pot meal)"
鳥の照り焼き,Chicken Teriyaki,Side Dish,https://live.staticflickr.com/7002/6809905875_0344e1033d_c.jpg,Japan,JPN,Side dish
きんぴらごぼう,Kinpira burdock,Side Dish,https://live.staticflickr.com/4064/4533285713_a068da6820_b.jpg,Japan,JPN,Side dish
天ぷら,Tempura,Side Dish,https://upload.wikimedia.org/wikipedia/commons/2/2e/Tempura_01.jpg,Japan,JPN,Side dish
肉じゃが,Nikujaga,Side Dish,https://live.staticflickr.com/3127/2430418635_9132e24c7c_c.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
肉じゃが,Nikujaga,Main Dish,https://live.staticflickr.com/3127/2430418635_9132e24c7c_c.jpg,Japan,JPN,"Side dish, Main dish - eaten with sides"
鶏のから揚げ,Chicken Karaage,Side Dish,https://live.staticflickr.com/3696/8898972580_322aa37589_c.jpg,Japan,JPN,Side dish
卵焼き,Tamagoyaki,Side Dish,https://live.staticflickr.com/7069/6927808961_4dac950c8b_c.jpg,Japan,JPN,Side dish
しゃぶしゃぶ,Shabu Shabu,Main Dish,https://live.staticflickr.com/3378/3275685919_80cdd8f06b_c.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
カツ丼,Pork Katsu donburi,Main Dish,https://upload.wikimedia.org/wikipedia/commons/7/7d/%E3%81%8B%E3%81%A4%E4%B8%BC%E3%81%A8%E3%81%BF%E3%81%9D%E6%B1%81.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
お刺身,Sashimi,Starter,https://live.staticflickr.com/5280/5799399453_0677d8c27d_c.jpg,Japan,JPN,"Starter, Side dish"
お刺身,Sashimi,Side Dish,https://live.staticflickr.com/5280/5799399453_0677d8c27d_c.jpg,Japan,JPN,"Starter, Side dish"
にぎり寿司,Nigiri-zushi,Side Dish,https://live.staticflickr.com/2357/2909383357_0fd72a4b46_c.jpg,Japan,JPN,"Side dish, Main dish - stand alone (e.g. one pot meal)"
にぎり寿司,Nigiri-zushi,Main Dish,https://live.staticflickr.com/2357/2909383357_0fd72a4b46_c.jpg,Japan,JPN,"Side dish, Main dish - stand alone (e.g. one pot meal)"
天かけそば,Buckwheat noodles with Shrimp tempura,Main Dish,https://upload.wikimedia.org/wikipedia/commons/b/b1/%E5%86%B7%E3%82%84%E3%81%97%E3%81%B6%E3%81%A3%E3%81%8B%E3%81%91%E8%95%8E%E9%BA%A6%E3%81%A8%E5%A4%A9%E3%81%B7%E3%82%89.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
親子丼,Oyako-donburi,Main Dish,https://live.staticflickr.com/3085/3252438281_325b135767_c.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
団子,Dango (rice cake),Dessert,https://live.staticflickr.com/2672/4190358585_babb3b57b1_c.jpg,Japan,JPN,Dessert
おにぎり,onigiri (rice ball),Main Dish,https://upload.wikimedia.org/wikipedia/commons/4/43/%E5%B0%8F%E6%96%99%E7%90%86%E3%83%90%E3%83%AB%E3%81%95%E3%81%8F%E3%82%89_%E7%89%B9%E8%A3%BD%E3%81%8A%E3%81%AB%E3%81%8E%E3%82%8A.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
雑炊,Zousui (porridge),Main Dish,https://live.staticflickr.com/819/26341867517_5fafc282ed_c.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
ネギトロ丼,Negitoro Donburi (minced tuna and spring unions with rice),Main Dish,https://upload.wikimedia.org/wikipedia/commons/2/29/Negitoro-don_of_Japanese_National_Diet_Library.jpg,Japan,JPN,Main dish - stand alone (e.g. one pot meal)
"Chinderema, nderema, mrenda",Bacella alba,Side Dish,https://upload.wikimedia.org/wikipedia/commons/a/a0/Traditional_Vegetables%28Mrenda%29_with_Omena%28fish%29_delicacy_from_Kenya.jpg,Kenya,KEN,Side dish
GITHERI,Maize and beans stew,Soup,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0wWla_yd_VZuuyYVJeZGH77pGyOQqgt-e654EM0h_RPLEnrorwsSsS0GYSzwDijKHWuo&usqp=CAU,Kenya,KEN,"Soup, Main dish - stand alone (e.g. one pot meal)"
GITHERI,Maize and beans stew,Main Dish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0wWla_yd_VZuuyYVJeZGH77pGyOQqgt-e654EM0h_RPLEnrorwsSsS0GYSzwDijKHWuo&usqp=CAU,Kenya,KEN,"Soup, Main dish - stand alone (e.g. one pot meal)"
Ndengu,Lentils or Mung beans,Main Dish,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/293c9ec2-aaff-402d-af3e-a936fda24e0f/dg8hbq0-f51ebf63-d393-4edd-bbad-2591fa435fe8.jpg/v1/fit/w_414,h_311,q_70,strp/flavors_tastes_i_like_by_wheresajacket_dg8hbq0-414w.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTYwIiwicGF0aCI6IlwvZlwvMjkzYzllYzItYWFmZi00MDJkLWFmM2UtYTkzNmZkYTI0ZTBmXC9kZzhoYnEwLWY1MWViZjYzLWQzOTMtNGVkZC1iYmFkLTI1OTFmYTQzNWZlOC5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.buRNRawvurYZBN6qdOi2kD6IaK1V94_tHVC9cY9g7SI",Kenya,KEN,Main dish - eaten with sides
Kachumbari,Kenyan kachumbari salad,Small Plate,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBNRcoAIACgxTfYWwXU5eb0dy2WWx0sXmCooYj3JPoqK2lkgM2w6vm7wd0-haB2uaH6F4&usqp=CAU,Kenya,KEN,Small plate / bowl served as a part of a collection
Mahamri,Coconut & cardamom doughnuts,Main Dish,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKWBhv5LeEnUtunpwpX_x7yVnLcIzR7Ud5DufX-5Sy9Cvv2RE_OOla0rq6k6nWAPty8A4&usqp=CAU,Kenya,KEN,Main dish - stand alone (e.g. one pot meal)
Uji,Porridge,Main Dish,https://live.staticflickr.com/3413/3513914452_b15514eb15_b.jpg,Kenya,KEN,Main dish - stand alone (e.g. one pot meal)
Malenge,Pumpkin,Main Dish,https://upload.wikimedia.org/wikipedia/commons/6/65/Malenge%28english_pumpkin%29_01.jpeg,Kenya,KEN,Main dish - stand alone (e.g. one pot meal)
Mandazi,Biegnets,Other,https://live.staticflickr.com/3009/3738138649_79f8597a2b_z.jpg,Kenya,KEN,Other
Juice ya Ukwaju,Tamarind juice,Other,https://upload.wikimedia.org/wikipedia/commons/2/23/A_glass_of_Eclipta_alba_%28Karisalankanni%29_Soup.jpg,Kenya,KEN,Other
